tripduration,starttime,stoptime,start_station_id,start_station_name,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_latitude,end_station_longitude,bikeid,usertype,birth_year,gender,customer_plan
318,2018-01-27T20:08:17.638000,2018-01-27T20:13:35.923000,331,Pike St & Monroe St,40.71173107,-73.99193043,3489,Gold St & Frankfort St,40.710699946313873,-74.003541469573975,26575,Subscriber,1983,male,
695,2018-01-24T06:33:21.794000,2018-01-24T06:44:57.566000,349,Rivington St & Ridge St,40.71850211,-73.98329859,3489,Gold St & Frankfort St,40.710699946313873,-74.003541469573975,32756,Subscriber,1985,female,
276,2018-01-18T17:54:17.279000,2018-01-18T17:58:54.194000,308,St James Pl & Oliver St,40.71307916,-73.99851193,3489,Gold St & Frankfort St,40.710699946313873,-74.003541469573975,16056,Subscriber,1975,male,
253,2018-01-07T16:08:14.778000,2018-01-07T16:12:28.648000,308,St James Pl & Oliver St,40.71307916,-73.99851193,3489,Gold St & Frankfort St,40.710699946313873,-74.003541469573975,25309,Subscriber,1975,male,
720,2018-01-11T17:53:48.536000,2018-01-11T18:05:48.757000,308,St James Pl & Oliver St,40.71307916,-73.99851193,3489,Gold St & Frankfort St,40.710699946313873,-74.003541469573975,29817,Subscriber,1975,male,
246,2018-01-29T19:06:01.677000,2018-01-29T19:10:07.835000,386,Centre St & Worth St,40.71494807,-74.00234482,3489,Gold St & Frankfort St,40.710699946313873,-74.003541469573975,15167,Subscriber,1956,male,
218,2018-01-23T20:35:36.217000,2018-01-23T20:39:14.814000,296,Division St & Bowery,40.71413089,-73.9970468,3489,Gold St & Frankfort St,40.710699946313873,-74.003541469573975,20693,Subscriber,1996,male,
953,2018-01-18T17:11:06.686000,2018-01-18T17:27:00.380000,496,E 16 St & 5 Ave,40.73726186,-73.99238967,3489,Gold St & Frankfort St,40.710699946313873,-74.003541469573975,29984,Subscriber,1978,male,
1648,2018-01-16T13:53:36.338000,2018-01-16T14:21:04.782000,435,W 21 St & 6 Ave,40.74173969,-73.99415556,3489,Gold St & Frankfort St,40.710699946313873,-74.003541469573975,17657,Subscriber,1989,female,
74,2018-01-15T11:27:54.234000,2018-01-15T11:29:08.872000,3613,Center Blvd & 48 Ave,40.745038,-73.957539,3122,48 Ave & 5 St,40.744363287066875,-73.9558732509613,19801,Subscriber,1978,male,
551,2018-01-29T09:05:02.899000,2018-01-29T09:14:14.041000,3113,Greenpoint Ave & Manhattan Ave,40.73026,-73.95394,3122,48 Ave & 5 St,40.744363287066875,-73.9558732509613,31639,Subscriber,1974,male,
1050,2018-01-09T08:38:16.138000,2018-01-09T08:55:46.190000,3286,E 89 St & 3 Ave,40.7806284,-73.9521667,3459,E 53 St & 3 Ave,40.757632277394428,-73.969305753707886,27609,Subscriber,1989,male,
1510,2018-01-03T07:36:14.170000,2018-01-03T08:01:24.818000,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,3459,E 53 St & 3 Ave,40.757632277394428,-73.969305753707886,31533,Subscriber,1990,male,
317,2018-01-31T06:51:30.717000,2018-01-31T06:56:48.083000,167,E 39 St & 3 Ave,40.7489006,-73.97604882,3459,E 53 St & 3 Ave,40.757632277394428,-73.969305753707886,16091,Subscriber,1980,male,
83,2018-01-03T12:22:14.867000,2018-01-03T12:23:38.426000,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,3459,E 53 St & 3 Ave,40.757632277394428,-73.969305753707886,21306,Subscriber,1987,female,
600,2018-01-30T12:17:02.279000,2018-01-30T12:27:02.411000,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,3459,E 53 St & 3 Ave,40.757632277394428,-73.969305753707886,31653,Subscriber,1978,male,
1135,2018-01-11T08:29:23.746000,2018-01-11T08:48:19.643000,3177,W 84 St & Broadway,40.7867947,-73.977112,3459,E 53 St & 3 Ave,40.757632277394428,-73.969305753707886,32564,Subscriber,1967,male,
1401,2018-01-30T08:19:58.759000,2018-01-30T08:43:19.972000,445,E 10 St & Avenue A,40.72740794,-73.98142006,3459,E 53 St & 3 Ave,40.757632277394428,-73.969305753707886,26790,Subscriber,1963,male,
404,2018-01-18T06:38:38.218000,2018-01-18T06:45:22.566000,457,Broadway & W 58 St,40.76695317,-73.98169333,3459,E 53 St & 3 Ave,40.757632277394428,-73.969305753707886,30025,Subscriber,1984,male,
590,2018-01-31T08:51:30.208000,2018-01-31T09:01:20.585000,527,E 33 St & 2 Ave,40.744023,-73.976056,3459,E 53 St & 3 Ave,40.757632277394428,-73.969305753707886,32821,Subscriber,1987,female,
532,2018-01-25T20:49:12.816000,2018-01-25T20:58:05.045000,519,Pershing Square North,40.751873,-73.977706,3459,E 53 St & 3 Ave,40.757632277394428,-73.969305753707886,17409,Subscriber,1985,male,
322,2018-01-26T12:29:30.789000,2018-01-26T12:34:52.840000,456,E 53 St & Madison Ave,40.7597108,-73.97402311,3459,E 53 St & 3 Ave,40.757632277394428,-73.969305753707886,20106,Subscriber,1989,female,
524,2018-01-24T08:31:33.163000,2018-01-24T08:40:18.037000,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,3459,E 53 St & 3 Ave,40.757632277394428,-73.969305753707886,32696,Subscriber,1990,male,
424,2018-01-22T08:53:16.432000,2018-01-22T09:00:20.897000,518,E 39 St & 2 Ave,40.74780373,-73.9734419,3459,E 53 St & 3 Ave,40.757632277394428,-73.969305753707886,17240,Subscriber,1988,male,
246,2018-01-25T09:33:09.392000,2018-01-25T09:37:15.736000,440,E 45 St & 3 Ave,40.75255434,-73.97282625,3459,E 53 St & 3 Ave,40.757632277394428,-73.969305753707886,31300,Subscriber,1963,male,
315,2018-01-02T15:14:48.722000,2018-01-02T15:20:03.863000,440,E 45 St & 3 Ave,40.75255434,-73.97282625,3459,E 53 St & 3 Ave,40.757632277394428,-73.969305753707886,27702,Customer,1969,unknown,
187,2018-01-23T13:01:43.980000,2018-01-23T13:04:51.136000,440,E 45 St & 3 Ave,40.75255434,-73.97282625,3459,E 53 St & 3 Ave,40.757632277394428,-73.969305753707886,19832,Subscriber,1991,male,
347,2018-01-18T20:13:42.914000,2018-01-18T20:19:30.743000,440,E 45 St & 3 Ave,40.75255434,-73.97282625,3459,E 53 St & 3 Ave,40.757632277394428,-73.969305753707886,20854,Subscriber,1986,male,
174,2018-01-17T16:25:24.186000,2018-01-17T16:28:19.110000,440,E 45 St & 3 Ave,40.75255434,-73.97282625,3459,E 53 St & 3 Ave,40.757632277394428,-73.969305753707886,16702,Subscriber,1991,male,
83,2018-01-13T15:19:13.075000,2018-01-13T15:20:36.833000,441,E 52 St & 2 Ave,40.756014,-73.967416,3459,E 53 St & 3 Ave,40.757632277394428,-73.969305753707886,27216,Subscriber,1987,male,
625,2018-01-11T08:42:26.489000,2018-01-11T08:52:51.891000,477,W 41 St & 8 Ave,40.75640548,-73.9900262,3459,E 53 St & 3 Ave,40.757632277394428,-73.969305753707886,33003,Subscriber,1978,male,
1088,2018-01-22T08:48:46.955000,2018-01-22T09:06:55.130000,509,9 Ave & W 22 St,40.7454973,-74.00197139,3459,E 53 St & 3 Ave,40.757632277394428,-73.969305753707886,15269,Subscriber,1969,unknown,
569,2018-01-31T19:39:33.406000,2018-01-31T19:49:02.576000,3155,Lexington Ave & E 63 St,40.76440023,-73.96648977,3459,E 53 St & 3 Ave,40.757632277394428,-73.969305753707886,31011,Subscriber,1990,male,
909,2018-01-25T21:11:03.096000,2018-01-25T21:26:12.259000,498,Broadway & W 32 St,40.74854862,-73.98808416,3459,E 53 St & 3 Ave,40.757632277394428,-73.969305753707886,18764,Subscriber,1990,male,
1122,2018-01-24T12:45:24.751000,2018-01-24T13:04:07.668000,293,Lafayette St & E 8 St,40.730206605299543,-73.991026282310486,3459,E 53 St & 3 Ave,40.757632277394428,-73.969305753707886,32665,Subscriber,1984,male,
381,2018-01-22T07:44:36.357000,2018-01-22T07:50:58.189000,3142,1 Ave & E 62 St,40.7612274,-73.96094022,3459,E 53 St & 3 Ave,40.757632277394428,-73.969305753707886,18054,Subscriber,1977,male,
665,2018-01-02T11:31:03.448000,2018-01-02T11:42:08.814000,526,E 33 St & 5 Ave,40.74765947,-73.98490707,3459,E 53 St & 3 Ave,40.757632277394428,-73.969305753707886,33296,Subscriber,1990,male,
315,2018-01-20T23:07:13.881000,2018-01-20T23:12:29.593000,3431,E 35 St & 3 Ave,40.746524,-73.977885,3459,E 53 St & 3 Ave,40.757632277394428,-73.969305753707886,31412,Subscriber,1996,female,
1013,2018-01-29T08:52:17.818000,2018-01-29T09:09:11.072000,435,W 21 St & 6 Ave,40.74173969,-73.99415556,3459,E 53 St & 3 Ave,40.757632277394428,-73.969305753707886,20814,Subscriber,1992,female,
8121483,2018-01-14T11:53:04.469000,2018-04-18T12:51:08.162000,3440,Fulton St & Adams St,40.692418292578466,-73.989494740962982,3432,NYCBS Depot - GOW,40.669060135011073,-73.994636535644531,25788,Subscriber,1962,male,
1552,2018-01-22T16:15:03.798000,2018-01-22T16:40:56.417000,3478,2 Ave & 36 St - Citi Bike HQ at Industry City,40.657088666684849,-74.008702039718628,3432,NYCBS Depot - GOW,40.669060135011073,-73.994636535644531,33446,Subscriber,1990,male,
360,2018-01-21T21:54:33.666000,2018-01-21T22:00:34.618000,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,3449,Eckford St & Engert Ave,40.721462562298164,-73.948009014129639,20144,Subscriber,1983,male,
386,2018-01-28T13:34:35.807000,2018-01-28T13:41:02.509000,3090,N 8 St & Driggs Ave,40.71774592,-73.95600096,3449,Eckford St & Engert Ave,40.721462562298164,-73.948009014129639,20687,Subscriber,1989,male,
1492,2018-01-15T19:42:30.978000,2018-01-15T20:07:23.941000,3087,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,3449,Eckford St & Engert Ave,40.721462562298164,-73.948009014129639,32520,Subscriber,1982,male,
856,2018-01-15T14:34:02.410000,2018-01-15T14:48:19.084000,392,Jay St & Tech Pl,40.695065,-73.987167,3648,Flushing Ave & Vanderbilt Ave,40.697950315695444,-73.970775604248047,15441,Customer,1969,unknown,
447,2018-01-02T19:00:37.286000,2018-01-02T19:08:05.215000,3075,Division Ave & Marcy Ave,40.70708701,-73.95796783,3648,Flushing Ave & Vanderbilt Ave,40.697950315695444,-73.970775604248047,32730,Subscriber,1985,male,
1483,2018-01-25T08:59:45.225000,2018-01-25T09:24:28.497000,3388,President St & Henry St,40.6828003,-73.99990419,3648,Flushing Ave & Vanderbilt Ave,40.697950315695444,-73.970775604248047,21694,Subscriber,1980,male,
337,2018-01-11T17:45:38.499000,2018-01-11T17:51:15.741000,418,Front St & Gold St,40.70224,-73.982578,3648,Flushing Ave & Vanderbilt Ave,40.697950315695444,-73.970775604248047,17640,Subscriber,1971,male,
562,2018-01-11T10:02:05.258000,2018-01-11T10:11:27.657000,321,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,3648,Flushing Ave & Vanderbilt Ave,40.697950315695444,-73.970775604248047,31383,Subscriber,1989,male,
543,2018-01-22T20:41:49.716000,2018-01-22T20:50:52.994000,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,3648,Flushing Ave & Vanderbilt Ave,40.697950315695444,-73.970775604248047,18619,Subscriber,1984,female,
464,2018-01-26T18:54:45.323000,2018-01-26T19:02:29.980000,239,Willoughby St & Fleet St,40.69196566,-73.9813018,3648,Flushing Ave & Vanderbilt Ave,40.697950315695444,-73.970775604248047,14769,Subscriber,1987,female,
516,2018-02-01T05:39:31.943000,2018-02-01T05:48:08.680000,239,Willoughby St & Fleet St,40.69196566,-73.9813018,3648,Flushing Ave & Vanderbilt Ave,40.697950315695444,-73.970775604248047,30245,Subscriber,1992,male,
995,2018-01-12T13:30:00.714000,2018-01-12T13:46:36.202000,3058,Lewis Ave & Kosciuszko St,40.69237074,-73.93705428,3648,Flushing Ave & Vanderbilt Ave,40.697950315695444,-73.970775604248047,17103,Subscriber,1992,female,
1625,2018-01-16T17:15:24.945000,2018-01-16T17:42:30.445000,347,Greenwich St & W Houston St,40.728846,-74.008591,3462,E 44 St & 2 Ave,40.751183874632773,-73.971387147903442,31509,Subscriber,1993,male,
1039,2018-01-22T13:41:47.237000,2018-01-22T13:59:06.945000,3438,E 76 St & 3 Ave,40.772248537721744,-73.958421349525452,3462,E 44 St & 2 Ave,40.751183874632773,-73.971387147903442,31017,Subscriber,1986,female,
1081,2018-01-27T13:41:11.395000,2018-01-27T13:59:13.353000,167,E 39 St & 3 Ave,40.7489006,-73.97604882,3462,E 44 St & 2 Ave,40.751183874632773,-73.971387147903442,33039,Subscriber,1981,male,
1119,2018-01-19T08:28:04.850000,2018-01-19T08:46:44.312000,3360,Amsterdam Ave & W 79 St,40.7829391,-73.9786517,3462,E 44 St & 2 Ave,40.751183874632773,-73.971387147903442,24809,Subscriber,1982,female,
695,2018-01-22T08:25:10.119000,2018-01-22T08:36:45.360000,267,Broadway & W 36 St,40.75097711,-73.98765428,3462,E 44 St & 2 Ave,40.751183874632773,-73.971387147903442,15024,Subscriber,1978,male,
790,2018-01-09T09:04:13.577000,2018-01-09T09:17:23.620000,267,Broadway & W 36 St,40.75097711,-73.98765428,3462,E 44 St & 2 Ave,40.751183874632773,-73.971387147903442,31016,Subscriber,1978,male,
977,2018-02-01T08:47:04.656000,2018-02-01T09:03:22.519000,490,8 Ave & W 33 St,40.751551,-73.993934,3462,E 44 St & 2 Ave,40.751183874632773,-73.971387147903442,26809,Subscriber,1981,female,
555,2018-01-27T14:35:49.946000,2018-01-27T14:45:05.852000,385,E 55 St & 2 Ave,40.75797322,-73.96603308,3462,E 44 St & 2 Ave,40.751183874632773,-73.971387147903442,30273,Subscriber,1970,female,
650,2018-01-24T08:24:39.865000,2018-01-24T08:35:30.273000,362,Broadway & W 37 St,40.75172632,-73.98753523,3462,E 44 St & 2 Ave,40.751183874632773,-73.971387147903442,32530,Subscriber,1978,male,
1667,2018-01-05T15:21:41.579000,2018-01-05T15:49:28.745000,477,W 41 St & 8 Ave,40.75640548,-73.9900262,3462,E 44 St & 2 Ave,40.751183874632773,-73.971387147903442,30514,Subscriber,1967,female,
214,2018-01-24T10:56:51.199000,2018-01-24T11:00:25.238000,517,Pershing Square South,40.751581,-73.97791,3462,E 44 St & 2 Ave,40.751183874632773,-73.971387147903442,27247,Subscriber,1983,male,
417,2018-01-19T07:42:59.415000,2018-01-19T07:49:56.731000,546,E 30 St & Park Ave S,40.74444921,-73.98303529,3462,E 44 St & 2 Ave,40.751183874632773,-73.971387147903442,20521,Subscriber,1992,male,
689,2018-01-03T09:48:55.407000,2018-01-03T10:00:25.283000,498,Broadway & W 32 St,40.74854862,-73.98808416,3462,E 44 St & 2 Ave,40.751183874632773,-73.971387147903442,32159,Subscriber,1988,female,
600,2018-01-26T08:08:58.681000,2018-01-26T08:18:59.314000,173,Broadway & W 49 St,40.76068327096592,-73.9845272898674,3462,E 44 St & 2 Ave,40.751183874632773,-73.971387147903442,33403,Subscriber,1982,male,
849,2018-01-10T12:32:17.880000,2018-01-10T12:46:27.266000,3140,1 Ave & E 78 St,40.77140426,-73.9535166,3462,E 44 St & 2 Ave,40.751183874632773,-73.971387147903442,33303,Subscriber,1966,male,
1431,2018-01-08T08:20:54.563000,2018-01-08T08:44:46.067000,3140,1 Ave & E 78 St,40.77140426,-73.9535166,3462,E 44 St & 2 Ave,40.751183874632773,-73.971387147903442,30239,Subscriber,1966,male,
939,2018-01-31T11:00:34.163000,2018-01-31T11:16:13.678000,492,W 33 St & 7 Ave,40.75019995,-73.99093085,3462,E 44 St & 2 Ave,40.751183874632773,-73.971387147903442,31591,Subscriber,1978,male,
382,2018-01-22T20:10:42.546000,2018-01-22T20:17:05.466000,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,3100,Nassau Ave & Newell St,40.724812564400175,-73.947526216506958,16316,Subscriber,1985,male,
1489,2018-01-07T20:21:44.398000,2018-01-07T20:46:33.668000,3637,Fulton St & Waverly Ave,40.683238654603414,-73.965995907783508,3100,Nassau Ave & Newell St,40.724812564400175,-73.947526216506958,30455,Subscriber,1988,male,
296,2018-01-24T19:58:31.129000,2018-01-24T20:03:28.083000,3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,3100,Nassau Ave & Newell St,40.724812564400175,-73.947526216506958,32815,Subscriber,1983,male,
427,2018-01-15T19:04:11.918000,2018-01-15T19:11:19.122000,3086,Graham Ave & Conselyea St,40.715143,-73.944507,3100,Nassau Ave & Newell St,40.724812564400175,-73.947526216506958,32524,Subscriber,1987,male,
359,2018-01-16T20:34:35.748000,2018-01-16T20:40:35.120000,3090,N 8 St & Driggs Ave,40.71774592,-73.95600096,3100,Nassau Ave & Newell St,40.724812564400175,-73.947526216506958,26504,Subscriber,1979,male,
287,2018-01-23T17:42:03.554000,2018-01-23T17:46:51.135000,3090,N 8 St & Driggs Ave,40.71774592,-73.95600096,3100,Nassau Ave & Newell St,40.724812564400175,-73.947526216506958,17877,Subscriber,1981,male,
313,2018-01-08T12:33:33.027000,2018-01-08T12:38:46.934000,3090,N 8 St & Driggs Ave,40.71774592,-73.95600096,3100,Nassau Ave & Newell St,40.724812564400175,-73.947526216506958,19292,Subscriber,1982,male,
447,2018-01-27T18:05:34.161000,2018-01-27T18:13:02.029000,3090,N 8 St & Driggs Ave,40.71774592,-73.95600096,3100,Nassau Ave & Newell St,40.724812564400175,-73.947526216506958,31042,Subscriber,1985,female,
118,2018-01-17T07:23:18.246000,2018-01-17T07:25:16.464000,3106,Driggs Ave & N Henry St,40.72325,-73.94308,3100,Nassau Ave & Newell St,40.724812564400175,-73.947526216506958,26927,Subscriber,1993,male,
2398,2018-01-21T17:42:57.755000,2018-01-21T18:22:55.872000,268,Howard St & Centre St,40.71910537,-73.99973337,3100,Nassau Ave & Newell St,40.724812564400175,-73.947526216506958,30661,Subscriber,1985,female,
211,2018-01-10T19:39:25.523000,2018-01-10T19:42:56.718000,3110,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,3100,Nassau Ave & Newell St,40.724812564400175,-73.947526216506958,33249,Subscriber,1991,male,
805,2018-01-27T17:44:07.767000,2018-01-27T17:57:32.941000,3124,46 Ave & 5 St,40.74731,-73.95451,3100,Nassau Ave & Newell St,40.724812564400175,-73.947526216506958,17155,Subscriber,1991,male,
381,2018-01-24T21:29:02.495000,2018-01-24T21:35:24.478000,3016,Kent Ave & N 7 St,40.720367752984551,-73.961650729179382,3100,Nassau Ave & Newell St,40.724812564400175,-73.947526216506958,32927,Subscriber,1991,male,
793,2018-01-27T15:55:41.204000,2018-01-27T16:08:54.728000,3083,Bushwick Ave & Powers St,40.71247661,-73.94100005,3100,Nassau Ave & Newell St,40.724812564400175,-73.947526216506958,31042,Subscriber,1992,female,
1650,2018-01-03T21:38:00.287000,2018-01-03T22:05:30.290000,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,3100,Nassau Ave & Newell St,40.724812564400175,-73.947526216506958,32222,Subscriber,1989,male,
1330,2018-01-20T15:31:40.460000,2018-01-20T15:53:50.620000,317,E 6 St & Avenue B,40.72453734,-73.98185424,3100,Nassau Ave & Newell St,40.724812564400175,-73.947526216506958,33266,Subscriber,1987,male,
86,2018-01-26T07:37:01.834000,2018-01-26T07:38:28.064000,3443,W 52 St & 6 Ave,40.76132983124814,-73.979820013046265,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,30610,Subscriber,1955,female,
252,2018-01-24T23:20:55.064000,2018-01-24T23:25:07.635000,449,W 52 St & 9 Ave,40.76461837,-73.98789473,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,21527,Subscriber,1971,male,
853,2018-01-26T18:27:37.309000,2018-01-26T18:41:50.345000,168,W 18 St & 6 Ave,40.73971301,-73.99456405,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,33344,Subscriber,1983,male,
346,2018-01-19T07:56:12.386000,2018-01-19T08:01:59.095000,465,Broadway & W 41 St,40.75513557,-73.98658032,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,30538,Subscriber,1982,male,
474,2018-01-11T07:23:13.821000,2018-01-11T07:31:08.609000,465,Broadway & W 41 St,40.75513557,-73.98658032,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,30046,Subscriber,1982,male,
453,2018-01-08T08:19:32.761000,2018-01-08T08:27:06.737000,465,Broadway & W 41 St,40.75513557,-73.98658032,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,30221,Subscriber,1988,male,
1076,2018-01-26T18:12:57.941000,2018-01-26T18:30:54.144000,545,E 23 St & 1 Ave,40.736502,-73.97809472,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,28857,Subscriber,1983,male,
663,2018-01-20T22:11:33.778000,2018-01-20T22:22:37.498000,479,9 Ave & W 45 St,40.76019252,-73.9912551,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,15717,Subscriber,1952,male,
295,2018-02-01T15:10:06.982000,2018-02-01T15:15:02.524000,423,W 54 St & 9 Ave,40.76584941,-73.98690506,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,14804,Subscriber,1973,male,
404,2018-01-25T15:26:29.556000,2018-01-25T15:33:13.830000,484,W 44 St & 5 Ave,40.75500254,-73.98014437,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,30860,Subscriber,1985,male,
675,2018-01-03T17:11:41.693000,2018-01-03T17:22:57.358000,167,E 39 St & 3 Ave,40.7489006,-73.97604882,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,19477,Subscriber,1990,male,
1208,2018-01-09T07:53:55.025000,2018-01-09T08:14:03.111000,237,E 11 St & 2 Ave,40.73047309,-73.98672378,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,29364,Subscriber,1980,male,
408,2018-01-16T07:25:33.085000,2018-01-16T07:32:21.880000,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,19726,Subscriber,1982,male,
297,2018-02-01T07:53:04.957000,2018-02-01T07:58:02.134000,3233,E 48 St & 5 Ave,40.757245679117261,-73.978059142827988,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,32254,Subscriber,1970,male,
490,2018-01-12T09:42:51.076000,2018-01-12T09:51:01.931000,485,W 37 St & 5 Ave,40.75038009,-73.98338988,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,29778,Subscriber,1993,male,
797,2018-01-15T18:39:17.546000,2018-01-15T18:52:34.580000,267,Broadway & W 36 St,40.75097711,-73.98765428,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,16751,Subscriber,1963,female,
257,2018-01-31T18:57:08.187000,2018-01-31T19:01:25.498000,457,Broadway & W 58 St,40.76695317,-73.98169333,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,33202,Subscriber,1954,male,
147,2018-01-30T08:55:16.339000,2018-01-30T08:57:44.332000,457,Broadway & W 58 St,40.76695317,-73.98169333,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,32820,Subscriber,1979,male,
587,2018-01-22T08:39:42.801000,2018-01-22T08:49:29.887000,490,8 Ave & W 33 St,40.751551,-73.993934,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,29704,Subscriber,1976,male,
1342,2018-01-14T21:53:00.623000,2018-01-14T22:15:22.940000,254,W 11 St & 6 Ave,40.73532427,-73.99800419,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,31302,Subscriber,1976,female,
716,2018-01-02T07:39:54.006000,2018-01-02T07:51:50.373000,455,1 Ave & E 44 St,40.75001986,-73.96905301,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,29970,Subscriber,1992,male,
362,2018-01-12T08:04:56.503000,2018-01-12T08:10:59.428000,530,11 Ave & W 59 St,40.771522,-73.990541,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,31338,Subscriber,1967,male,
404,2018-01-10T08:10:04.466000,2018-01-10T08:16:49.098000,530,11 Ave & W 59 St,40.771522,-73.990541,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,26591,Subscriber,1967,male,
480,2018-01-25T11:46:06.671000,2018-01-25T11:54:07.600000,530,11 Ave & W 59 St,40.771522,-73.990541,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,33195,Subscriber,1986,male,
522,2018-01-29T10:07:04.210000,2018-01-29T10:15:46.936000,505,6 Ave & W 33 St,40.74901271,-73.98848395,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,28118,Subscriber,1974,male,
439,2018-01-28T00:40:11.949000,2018-01-28T00:47:31.220000,505,6 Ave & W 33 St,40.74901271,-73.98848395,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,15382,Subscriber,1984,male,
536,2018-01-10T07:51:24.457000,2018-01-10T08:00:21.313000,495,W 47 St & 10 Ave,40.76269882,-73.99301222,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,32686,Subscriber,1985,female,
256,2018-02-01T15:53:54.098000,2018-02-01T15:58:10.793000,524,W 43 St & 6 Ave,40.75527307,-73.98316936,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,21316,Subscriber,1977,male,
317,2018-01-22T07:20:59.128000,2018-01-22T07:26:16.286000,524,W 43 St & 6 Ave,40.75527307,-73.98316936,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,21694,Subscriber,1982,male,
1738,2018-01-22T17:28:31.777000,2018-01-22T17:57:30.129000,529,W 42 St & 8 Ave,40.7575699,-73.99098507,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,31375,Subscriber,1981,male,
440,2018-01-26T20:51:44.989000,2018-01-26T20:59:05.482000,164,E 47 St & 2 Ave,40.75323098,-73.97032517,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,32929,Subscriber,1992,male,
857,2018-01-15T11:35:30.202000,2018-01-15T11:49:48.151000,3292,5 Ave & E 93 St,40.7857851,-73.957481,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,14832,Subscriber,1993,male,
1625,2018-01-29T17:07:54.857000,2018-01-29T17:35:00.537000,3504,E 123 St & Lexington Ave,40.8029263,-73.9379,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,17542,Subscriber,1953,male,
435,2018-01-31T07:16:28.182000,2018-01-31T07:23:43.471000,477,W 41 St & 8 Ave,40.75640548,-73.9900262,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,32902,Subscriber,1983,male,
2387,2018-01-25T21:33:38.680000,2018-01-25T22:13:26.628000,146,Hudson St & Reade St,40.71625008,-74.0091059,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,32939,Subscriber,1990,female,
493,2018-02-01T12:13:19.163000,2018-02-01T12:21:32.362000,517,Pershing Square South,40.751581,-73.97791,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,32062,Subscriber,1972,male,
884,2018-01-11T08:32:02.176000,2018-01-11T08:46:46.295000,3336,E 97 St & Madison Ave,40.787801,-73.953559,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,14590,Subscriber,1993,male,
371,2018-01-31T07:54:54.601000,2018-01-31T08:01:05.874000,3459,E 53 St & 3 Ave,40.757632277394428,-73.969305753707886,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,16091,Subscriber,1954,male,
251,2018-01-15T12:45:57.140000,2018-01-15T12:50:08.445000,3459,E 53 St & 3 Ave,40.757632277394428,-73.969305753707886,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,32239,Subscriber,1987,male,
